id,RelEv,TagDate,RelSite,RelLoc,RelDate,RelTime,wtempC,weight,FL,AirTime,CanID
39061,32,2016-03-14,S1,TISDALE,2016-03-16,1000,11.4,54.1,171,2:02,3
39613,52,2016-03-16,S1,TISDALE,2016-03-18,200,12.2,54.1,167,1:25,1
39111,51,2016-03-16,S1,TISDALE,2016-03-17,1800,12.2,54.2,172,1:36,2
38928,9,2016-03-10,T1,TISDALE,2016-03-11,3,11,54.3,168,2:04,1
39012,30,2016-03-14,S1,TISDALE,2016-03-15,1800,14.4,54.3,171,1:33,1
39060,32,2016-03-14,S1,TISDALE,2016-03-16,1000,11.4,54.3,173,2:02,3
36401,3,2016-02-20,S1,TISDALE,2016-02-21,1655,13,54.4,167,1:48,9
36532,3,2016-02-20,S1,TISDALE,2016-02-21,1706,13,54.4,167,1:27,12
36409,3,2016-02-20,S1,TISDALE,2016-02-21,1655,13,54.5,173,1:38,9
38861,7,2016-03-05,S1,TISDALE,2016-03-06,1433,14.1,54.5,171,2:18,9
39595,52,2016-03-16,S1,TISDALE,2016-03-18,200,12.2,54.5,174,1:53,1
36518,3,2016-02-20,S1,TISDALE,2016-02-21,1658,13,54.6,169,1:51,10
38968,9,2016-03-10,T1,TISDALE,2016-03-11,3,11,54.6,169,2:33,1
39025,32,2016-03-14,S1,TISDALE,2016-03-16,1000,11.4,54.6,169,1:37,3
36671,2,2016-02-20,S1,TISDALE,2016-02-21,1049,11.4,54.7,173,1:19,8
36657,4,2016-02-20,S1,TISDALE,2016-02-21,2311,13,54.7,173,1:44,16
39401,6,2016-03-05,S1,TISDALE,2016-03-06,850,14.7,54.7,169,2:06,6
39343,7,2016-03-05,S1,TISDALE,2016-03-06,1441,14.1,54.7,173,N/T,12
39348,7,2016-03-05,S1,TISDALE,2016-03-06,1441,14.1,54.7,173,1:34,12
39019,32,2016-03-14,S1,TISDALE,2016-03-16,1000,11.4,54.7,174,1:22,3
38879,7,2016-03-05,S1,TISDALE,2016-03-06,1439,14.1,54.8,171,2:08,11
36359,1,2016-02-20,S1,TISDALE,2016-02-21,538,11.4,54.9,168,1:42,3
39857,19,2016-03-10,T3,TISDALE,2016-03-11,802,12.7,54.9,173,1:54,11
39484,10,2016-03-10,T1,TISDALE,2016-03-11,7,11,55,168,2:00,2
38823,5,2016-03-05,S1,TISDALE,2016-03-06,311,14.1,55.1,175,1:27,3
38865,7,2016-03-05,S1,TISDALE,2016-03-06,1433,14.1,55.1,173,1:30,9
39452,12,2016-03-10,T1,TISDALE,2016-03-11,13,11,55.1,174,1:20,4
38914,8,2016-03-05,S1,TISDALE,2016-03-06,2108,14.4,55.4,175,1:52,15
39379,6,2016-03-05,S1,TISDALE,2016-03-06,859,14.7,55.5,175,1:41,8
38972,9,2016-03-10,T1,TISDALE,2016-03-11,3,11,55.5,171,2:25,1
39065,32,2016-03-14,S1,TISDALE,2016-03-16,1000,11.4,55.6,173,1:55,3
38793,5,2016-03-05,S1,TISDALE,2016-03-06,301,14.1,55.7,169,1:51,1
38910,8,2016-03-05,S1,TISDALE,2016-03-06,2108,14.4,55.8,169,2:37,15
38841,6,2016-03-05,S1,TISDALE,2016-03-06,846,14.7,56,170,1:24,5
39446,17,2016-03-10,T3,TISDALE,2016-03-11,755,12.7,56,172,1:27,9
38817,5,2016-03-05,S1,TISDALE,2016-03-06,311,14.1,56.3,173,2:19,3
39376,6,2016-03-05,S1,TISDALE,2016-03-06,859,14.7,56.3,173,1:30,8
38929,9,2016-03-10,T1,TISDALE,2016-03-11,3,11,56.5,173,1:35,1
38818,5,2016-03-05,S1,TISDALE,2016-03-06,311,14.1,56.6,174,1:18,3
39087,51,2016-03-16,S1,TISDALE,2016-03-17,1800,12.2,56.6,174,2:02,2
36735,2,2016-02-20,S1,TISDALE,2016-02-21,1049,11.4,56.7,175,1:45,8
38855,6,2016-03-05,S1,TISDALE,2016-03-06,855,14.7,56.7,171,1:28,7
39380,6,2016-03-05,S1,TISDALE,2016-03-06,859,14.7,56.9,176,1:24,8
39574,31,2016-03-14,S1,TISDALE,2016-03-16,159,11.4,57,177,2:13,2
36456,4,2016-02-20,S1,TISDALE,2016-02-21,2308,13,57.3,178,1:54,15
36627,53,2016-03-16,S1,TISDALE,2016-03-18,959,12.2,57.4,181,1:57,3
36405,13,2016-03-10,T2,TISDALE,2016-03-11,402,11,57.5,175,1:29,5
36639,1,2016-02-20,S1,TISDALE,2016-02-21,538,11.4,57.8,173,1:57,4
36611,3,2016-02-20,S1,TISDALE,2016-02-21,1706,13,57.9,175,2:01,12
39358,7,2016-03-05,S1,TISDALE,2016-03-06,1441,14.1,57.9,176,2:01,12
36355,1,2016-02-20,S1,TISDALE,2016-02-21,538,11.4,58.1,177,2:07,3
36448,2,2016-02-20,S1,TISDALE,2016-02-21,1039,11.4,58.1,174,1:44,5
38836,6,2016-03-05,S1,TISDALE,2016-03-06,846,14.7,58.1,173,1:23,5
39493,12,2016-03-10,T1,TISDALE,2016-03-11,13,11,58.1,173,1:42,4
39020,32,2016-03-14,S1,TISDALE,2016-03-16,1000,11.4,58.1,180,1:45,3
39416,5,2016-03-05,S1,TISDALE,2016-03-06,314,14.1,58.2,177,2:07,4
39461,16,2016-03-10,T2,TISDALE,2016-03-11,411,11,58.4,175,1:11,8
36361,1,2016-02-20,S1,TISDALE,2016-02-21,538,11.4,58.5,175,1:29,3
39328,8,2016-03-05,S1,TISDALE,2016-03-06,2105,14.4,58.6,177,1:38,14
36598,3,2016-02-20,S1,TISDALE,2016-02-21,1658,13,59,176,2:06,10
38872,7,2016-03-05,S1,TISDALE,2016-03-06,1433,14.1,59,181,1:29,9
36406,15,2016-03-10,T2,TISDALE,2016-03-11,409,11,59,175,1:22,7
39353,7,2016-03-05,S1,TISDALE,2016-03-06,1441,14.1,59.1,173,1:50,12
39326,8,2016-03-05,S1,TISDALE,2016-03-06,2112,14.4,59.1,181,2:06,16
38992,17,2016-03-10,T3,TISDALE,2016-03-11,755,12.7,59.1,176,1:53,9
36533,16,2016-03-10,T2,TISDALE,2016-03-11,411,11,59.3,174,1:58,8
38864,7,2016-03-05,S1,TISDALE,2016-03-06,1433,14.1,59.4,179,1:58,9
38834,6,2016-03-05,S1,TISDALE,2016-03-06,846,14.7,59.5,192,2:13,5
38870,7,2016-03-05,S1,TISDALE,2016-03-06,1433,14.1,59.6,179,1:36,9
38844,6,2016-03-05,S1,TISDALE,2016-03-06,855,14.7,59.7,177,2:21,7
39388,6,2016-03-05,S1,TISDALE,2016-03-06,859,14.7,59.8,175,2:07,8
36351,3,2016-02-20,S1,TISDALE,2016-02-21,1706,13,60,175,1:44,12
38967,9,2016-03-10,T1,TISDALE,2016-03-11,3,11,60,179,2:48,1
38796,5,2016-03-05,S1,TISDALE,2016-03-06,311,14.1,60.2,181,2:02,3
39487,10,2016-03-10,T1,TISDALE,2016-03-11,7,11,60.2,179,1:50,2
38850,6,2016-03-05,S1,TISDALE,2016-03-06,855,14.7,60.4,178,2:19,7
38790,5,2016-03-05,S1,TISDALE,2016-03-06,301,14.1,60.5,175,2:12,1
39476,20,2016-03-10,T3,TISDALE,2016-03-11,803,12.7,60.5,179,1:28,12
38874,7,2016-03-05,S1,TISDALE,2016-03-06,1439,14.1,60.6,178,1:54,11
36407,3,2016-02-20,S1,TISDALE,2016-02-21,1655,13,60.8,179,N/T,9
39314,8,2016-03-05,S1,TISDALE,2016-03-06,2112,14.4,61,177,1:23,16
38990,17,2016-03-10,T3,TISDALE,2016-03-11,755,12.7,61.2,176,1:59,9
39371,7,2016-03-05,S1,TISDALE,2016-03-06,1436,14.1,61.3,176,2:18,10
39439,5,2016-03-05,S1,TISDALE,2016-03-06,306,14.1,61.5,177,1:55,2
38951,19,2016-03-10,T3,TISDALE,2016-03-11,802,12.7,61.6,173,1:22,11
36467,4,2016-02-20,S1,TISDALE,2016-02-21,2301,13,61.7,180,1:37,13
38988,16,2016-03-10,T2,TISDALE,2016-03-11,411,11,61.7,175,2:02,8
36506,1,2016-02-20,S1,TISDALE,2016-02-21,538,11.4,62.2,177,1:26,4
39421,5,2016-03-05,S1,TISDALE,2016-03-06,314,14.1,62.2,181,1:38,4
39366,7,2016-03-05,S1,TISDALE,2016-03-06,1436,14.1,62.2,183,1:33,10
38930,12,2016-03-10,T1,TISDALE,2016-03-11,13,11,62.2,178,1:22,4
36494,1,2016-02-20,S1,TISDALE,2016-02-21,538,11.4,62.3,182,2:50,2
36504,1,2016-02-20,S1,TISDALE,2016-02-21,538,11.4,62.4,176,1:41,4
39338,8,2016-03-05,S1,TISDALE,2016-03-06,2105,14.4,62.6,183,2:15,14
39340,8,2016-03-05,S1,TISDALE,2016-03-06,2105,14.4,62.8,177,2:00,14
38950,19,2016-03-10,T3,TISDALE,2016-03-11,802,12.7,62.8,180,1:21,11
38835,6,2016-03-05,S1,TISDALE,2016-03-06,846,14.7,63,174,2:10,5
